name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
She's My Best Friend,The Velvet Underground,0.583,0.442,0,-16.194,1,0.0331,0.163,5.64e-06,0.38,0.897,133.616,audio_features,4DU4GFHXVgP5FEdc5WO98C,spotify:track:4DU4GFHXVgP5FEdc5WO98C,https://api.spotify.com/v1/tracks/4DU4GFHXVgP5FEdc5WO98C,https://api.spotify.com/v1/audio-analysis/4DU4GFHXVgP5FEdc5WO98C,167027,4
Rock And Roll,The Velvet Underground,0.479,0.299,0,-17.059,1,0.0335,0.0833,6.73e-05,0.109,0.187,132.933,audio_features,5LI786WjVfUnUeZBPQowtt,spotify:track:5LI786WjVfUnUeZBPQowtt,https://api.spotify.com/v1/tracks/5LI786WjVfUnUeZBPQowtt,https://api.spotify.com/v1/audio-analysis/5LI786WjVfUnUeZBPQowtt,315173,4
Hey Mr. Rain - Version 2,The Velvet Underground,0.338,0.313,4,-16.23,1,0.0369,0.152,0.0682,0.149,0.421,109.018,audio_features,0skrRsBtWcfCIgiQfiEgi2,spotify:track:0skrRsBtWcfCIgiQfiEgi2,https://api.spotify.com/v1/tracks/0skrRsBtWcfCIgiQfiEgi2,https://api.spotify.com/v1/audio-analysis/0skrRsBtWcfCIgiQfiEgi2,325573,4
Ferryboat Bill,The Velvet Underground,0.524,0.666,3,-17.899,1,0.035,0.78,0.057,0.207,0.932,91.952,audio_features,5qj3EQB2KcldueyW8PTKyL,spotify:track:5qj3EQB2KcldueyW8PTKyL,https://api.spotify.com/v1/tracks/5qj3EQB2KcldueyW8PTKyL,https://api.spotify.com/v1/audio-analysis/5qj3EQB2KcldueyW8PTKyL,130773,4
Coney Island Steeplechase,The Velvet Underground,0.625,0.719,2,-17.18,0,0.048,0.00757,0.759,0.121,0.403,125.662,audio_features,5WYFLOqHjy9cWeHj4kbOzZ,spotify:track:5WYFLOqHjy9cWeHj4kbOzZ,https://api.spotify.com/v1/tracks/5WYFLOqHjy9cWeHj4kbOzZ,https://api.spotify.com/v1/audio-analysis/5WYFLOqHjy9cWeHj4kbOzZ,145573,4
Guess I'm Falling In Love - Instrumental Version,The Velvet Underground,0.51,0.957,9,-13.767,0,0.0333,0.0243,0.498,0.347,0.766,139.047,audio_features,1LeKWv6x46pEzjhnytIFuB,spotify:track:1LeKWv6x46pEzjhnytIFuB,https://api.spotify.com/v1/tracks/1LeKWv6x46pEzjhnytIFuB,https://api.spotify.com/v1/audio-analysis/1LeKWv6x46pEzjhnytIFuB,209040,4
Ride Into The Sun,The Velvet Underground,0.585,0.346,2,-16.303,1,0.036,0.674,0.727,0.328,0.906,81.744,audio_features,05sabuHmgGSO7zFn1Q6Zct,spotify:track:05sabuHmgGSO7zFn1Q6Zct,https://api.spotify.com/v1/tracks/05sabuHmgGSO7zFn1Q6Zct,https://api.spotify.com/v1/audio-analysis/05sabuHmgGSO7zFn1Q6Zct,204133,4
Hey Mr. Rain - Version 1,The Velvet Underground,0.323,0.269,4,-18.465,1,0.0459,0.118,0.329,0.176,0.44,98.831,audio_features,3V2Tos639zlCKugmQWDNV0,spotify:track:3V2Tos639zlCKugmQWDNV0,https://api.spotify.com/v1/tracks/3V2Tos639zlCKugmQWDNV0,https://api.spotify.com/v1/audio-analysis/3V2Tos639zlCKugmQWDNV0,279600,4
We're Gonna Have A Real Good Time Together,The Velvet Underground,0.603,0.674,2,-15.035,1,0.0377,0.528,0.000577,0.128,0.887,87.841,audio_features,37FUkyxKdVG5QQS3F3OZTi,spotify:track:37FUkyxKdVG5QQS3F3OZTi,https://api.spotify.com/v1/tracks/37FUkyxKdVG5QQS3F3OZTi,https://api.spotify.com/v1/audio-analysis/37FUkyxKdVG5QQS3F3OZTi,175600,4
Here She Comes Now,The Velvet Underground,0.537,0.408,7,-14.852,1,0.0326,0.959,0.224,0.161,0.736,114.206,audio_features,1baXZyeMaofZeb7hO65KyC,spotify:track:1baXZyeMaofZeb7hO65KyC,https://api.spotify.com/v1/tracks/1baXZyeMaofZeb7hO65KyC,https://api.spotify.com/v1/audio-analysis/1baXZyeMaofZeb7hO65KyC,125307,4
I Heard Her Call My Name,The Velvet Underground,0.233,0.974,0,-5.939,1,0.124,0.376,0.00698,0.0513,0.453,144.084,audio_features,6gWU8vBkkLE63K55eC8TMT,spotify:track:6gWU8vBkkLE63K55eC8TMT,https://api.spotify.com/v1/tracks/6gWU8vBkkLE63K55eC8TMT,https://api.spotify.com/v1/audio-analysis/6gWU8vBkkLE63K55eC8TMT,278373,4
Sister Ray,The Velvet Underground,0.251,0.878,7,-7.676,1,0.0593,0.276,0.0144,0.0751,0.42,133.918,audio_features,53koL7u0ReekbPHEXIfqGb,spotify:track:53koL7u0ReekbPHEXIfqGb,https://api.spotify.com/v1/tracks/53koL7u0ReekbPHEXIfqGb,https://api.spotify.com/v1/audio-analysis/53koL7u0ReekbPHEXIfqGb,1051853,4
I Heard Her Call My Name - Alternate Take,The Velvet Underground,0.217,0.906,0,-8.092,1,0.109,0.109,0.653,0.125,0.494,143.598,audio_features,2UizNW6kLf50qlNJ8lKZt3,spotify:track:2UizNW6kLf50qlNJ8lKZt3,https://api.spotify.com/v1/tracks/2UizNW6kLf50qlNJ8lKZt3,https://api.spotify.com/v1/audio-analysis/2UizNW6kLf50qlNJ8lKZt3,278960,4
Guess I'm Falling In Love - Instrumental Version,The Velvet Underground,0.642,0.914,7,-12.276,0,0.04,0.0389,0.719,0.288,0.912,139.503,audio_features,46v4cvjLbbWzQRRlncOpRd,spotify:track:46v4cvjLbbWzQRRlncOpRd,https://api.spotify.com/v1/tracks/46v4cvjLbbWzQRRlncOpRd,https://api.spotify.com/v1/audio-analysis/46v4cvjLbbWzQRRlncOpRd,213960,4
Temptation Inside Your Heart,The Velvet Underground,0.608,0.579,0,-10.073,1,0.0701,0.811,0.0,0.162,0.833,147.385,audio_features,2atinRVAjNlKjnOgHpOWTr,spotify:track:2atinRVAjNlKjnOgHpOWTr,https://api.spotify.com/v1/tracks/2atinRVAjNlKjnOgHpOWTr,https://api.spotify.com/v1/audio-analysis/2atinRVAjNlKjnOgHpOWTr,152707,4
Stephanie Says,The Velvet Underground,0.553,0.282,0,-15.007,1,0.0325,0.869,4.99e-05,0.109,0.226,112.871,audio_features,7EMLBaRaM5pLPSoX1vWfar,spotify:track:7EMLBaRaM5pLPSoX1vWfar,https://api.spotify.com/v1/tracks/7EMLBaRaM5pLPSoX1vWfar,https://api.spotify.com/v1/audio-analysis/7EMLBaRaM5pLPSoX1vWfar,169560,4
Hey Mr. Rain - Version 1,The Velvet Underground,0.184,0.515,4,-9.716,1,0.0522,0.0241,0.534,0.152,0.324,198.531,audio_features,55GwMDqSw5SNNpDl4Nd1LY,spotify:track:55GwMDqSw5SNNpDl4Nd1LY,https://api.spotify.com/v1/tracks/55GwMDqSw5SNNpDl4Nd1LY,https://api.spotify.com/v1/audio-analysis/55GwMDqSw5SNNpDl4Nd1LY,279947,4
Hey Mr. Rain - Version 2,The Velvet Underground,0.38,0.526,9,-9.671,1,0.0353,0.0139,0.365,0.0916,0.309,109.16,audio_features,0QcPmTWB5tKkT1gpv82Pl3,spotify:track:0QcPmTWB5tKkT1gpv82Pl3,https://api.spotify.com/v1/tracks/0QcPmTWB5tKkT1gpv82Pl3,https://api.spotify.com/v1/audio-analysis/0QcPmTWB5tKkT1gpv82Pl3,324227,4
Beginning To See The Light - Early Version,The Velvet Underground,0.481,0.519,0,-9.578,1,0.0313,0.154,4.17e-05,0.144,0.815,114.005,audio_features,3JZD08CVv0Pz28He73VcHo,spotify:track:3JZD08CVv0Pz28He73VcHo,https://api.spotify.com/v1/tracks/3JZD08CVv0Pz28He73VcHo,https://api.spotify.com/v1/audio-analysis/3JZD08CVv0Pz28He73VcHo,219360,4
Lady Godiva's Operation,The Velvet Underground,0.507,0.53,4,-13.059,0,0.0368,0.754,0.000599,0.143,0.773,114.412,audio_features,0YcmjcgzQgd9WNubPaon3e,spotify:track:0YcmjcgzQgd9WNubPaon3e,https://api.spotify.com/v1/tracks/0YcmjcgzQgd9WNubPaon3e,https://api.spotify.com/v1/audio-analysis/0YcmjcgzQgd9WNubPaon3e,296853,4
White Light/White Heat,The Velvet Underground,0.487,0.61,2,-10.777,1,0.0349,0.59,0.138,0.125,0.555,127.494,audio_features,3PxcWisXcaeTngvssqZy1t,spotify:track:3PxcWisXcaeTngvssqZy1t,https://api.spotify.com/v1/tracks/3PxcWisXcaeTngvssqZy1t,https://api.spotify.com/v1/audio-analysis/3PxcWisXcaeTngvssqZy1t,167653,4
The Gift,The Velvet Underground,0.543,0.568,0,-11.922,1,0.0849,0.122,0.59,0.274,0.65,112.649,audio_features,6pDIQMcZMzIw7YcEg7G7Ci,spotify:track:6pDIQMcZMzIw7YcEg7G7Ci,https://api.spotify.com/v1/tracks/6pDIQMcZMzIw7YcEg7G7Ci,https://api.spotify.com/v1/audio-analysis/6pDIQMcZMzIw7YcEg7G7Ci,499747,4
Beginning To See The Light - Early Version,The Velvet Underground,0.481,0.519,0,-9.578,1,0.0313,0.154,4.17e-05,0.144,0.815,114.005,audio_features,6T1heqJlWih0KsY5Gja634,spotify:track:6T1heqJlWih0KsY5Gja634,https://api.spotify.com/v1/tracks/6T1heqJlWih0KsY5Gja634,https://api.spotify.com/v1/audio-analysis/6T1heqJlWih0KsY5Gja634,219360,4
Hey Mr. Rain - Version 2,The Velvet Underground,0.38,0.526,9,-9.671,1,0.0353,0.0139,0.365,0.0916,0.309,109.16,audio_features,3kH9s21zATtB3xX69rH3ap,spotify:track:3kH9s21zATtB3xX69rH3ap,https://api.spotify.com/v1/tracks/3kH9s21zATtB3xX69rH3ap,https://api.spotify.com/v1/audio-analysis/3kH9s21zATtB3xX69rH3ap,324227,4
Hey Mr. Rain - Version 1,The Velvet Underground,0.184,0.515,4,-9.716,1,0.0522,0.0241,0.534,0.152,0.324,198.531,audio_features,3B3rITFY4UAb1C0BUvIxt2,spotify:track:3B3rITFY4UAb1C0BUvIxt2,https://api.spotify.com/v1/tracks/3B3rITFY4UAb1C0BUvIxt2,https://api.spotify.com/v1/audio-analysis/3B3rITFY4UAb1C0BUvIxt2,279947,4
Stephanie Says,The Velvet Underground,0.553,0.282,0,-15.007,1,0.0325,0.869,4.99e-05,0.109,0.226,112.871,audio_features,1bhEXSENsTQgFjFEZRLAcB,spotify:track:1bhEXSENsTQgFjFEZRLAcB,https://api.spotify.com/v1/tracks/1bhEXSENsTQgFjFEZRLAcB,https://api.spotify.com/v1/audio-analysis/1bhEXSENsTQgFjFEZRLAcB,169560,4
Temptation Inside Your Heart,The Velvet Underground,0.608,0.579,0,-10.073,1,0.0701,0.811,0.0,0.162,0.833,147.385,audio_features,7yexycwAnU6Sq4qD7aO8yf,spotify:track:7yexycwAnU6Sq4qD7aO8yf,https://api.spotify.com/v1/tracks/7yexycwAnU6Sq4qD7aO8yf,https://api.spotify.com/v1/audio-analysis/7yexycwAnU6Sq4qD7aO8yf,152707,4
Guess I'm Falling In Love - Instrumental Version,The Velvet Underground,0.642,0.914,7,-12.276,0,0.04,0.0389,0.719,0.288,0.912,139.503,audio_features,4BywdhVkXOz5m9FLL3b9aM,spotify:track:4BywdhVkXOz5m9FLL3b9aM,https://api.spotify.com/v1/tracks/4BywdhVkXOz5m9FLL3b9aM,https://api.spotify.com/v1/audio-analysis/4BywdhVkXOz5m9FLL3b9aM,213960,4
Sister Ray,The Velvet Underground,0.251,0.878,7,-7.676,1,0.0593,0.276,0.0144,0.0751,0.42,133.918,audio_features,3UtddVDcTqFdpHhENYk4c4,spotify:track:3UtddVDcTqFdpHhENYk4c4,https://api.spotify.com/v1/tracks/3UtddVDcTqFdpHhENYk4c4,https://api.spotify.com/v1/audio-analysis/3UtddVDcTqFdpHhENYk4c4,1051853,4
I Heard Her Call My Name - Alternate Take,The Velvet Underground,0.217,0.906,0,-8.092,1,0.109,0.109,0.653,0.125,0.494,143.598,audio_features,1GXcim081lF4LggGbCyYkO,spotify:track:1GXcim081lF4LggGbCyYkO,https://api.spotify.com/v1/tracks/1GXcim081lF4LggGbCyYkO,https://api.spotify.com/v1/audio-analysis/1GXcim081lF4LggGbCyYkO,278960,4
I Heard Her Call My Name,The Velvet Underground,0.233,0.974,0,-5.939,1,0.124,0.376,0.00698,0.0513,0.453,144.084,audio_features,71lzIk0wsB4W6y2qeMHiPj,spotify:track:71lzIk0wsB4W6y2qeMHiPj,https://api.spotify.com/v1/tracks/71lzIk0wsB4W6y2qeMHiPj,https://api.spotify.com/v1/audio-analysis/71lzIk0wsB4W6y2qeMHiPj,278373,4
Here She Comes Now,The Velvet Underground,0.537,0.408,7,-14.852,1,0.0326,0.959,0.224,0.161,0.736,114.206,audio_features,1adhIHLKA5j6xZZCUciF6A,spotify:track:1adhIHLKA5j6xZZCUciF6A,https://api.spotify.com/v1/tracks/1adhIHLKA5j6xZZCUciF6A,https://api.spotify.com/v1/audio-analysis/1adhIHLKA5j6xZZCUciF6A,125307,4
The Gift,The Velvet Underground,0.543,0.568,0,-11.922,1,0.0849,0.122,0.59,0.274,0.65,112.649,audio_features,3sECcqhhhR6d8ba4K8g1Dc,spotify:track:3sECcqhhhR6d8ba4K8g1Dc,https://api.spotify.com/v1/tracks/3sECcqhhhR6d8ba4K8g1Dc,https://api.spotify.com/v1/audio-analysis/3sECcqhhhR6d8ba4K8g1Dc,499747,4
Lady Godiva's Operation,The Velvet Underground,0.507,0.53,4,-13.059,0,0.0368,0.754,0.000599,0.143,0.773,114.412,audio_features,2GI0i5XgWQlCqimQDY9xRg,spotify:track:2GI0i5XgWQlCqimQDY9xRg,https://api.spotify.com/v1/tracks/2GI0i5XgWQlCqimQDY9xRg,https://api.spotify.com/v1/audio-analysis/2GI0i5XgWQlCqimQDY9xRg,296853,4
White Light/White Heat,The Velvet Underground,0.487,0.61,2,-10.777,1,0.0349,0.59,0.138,0.125,0.555,127.494,audio_features,6frLzRt2egXDBq78eJ42AO,spotify:track:6frLzRt2egXDBq78eJ42AO,https://api.spotify.com/v1/tracks/6frLzRt2egXDBq78eJ42AO,https://api.spotify.com/v1/audio-analysis/6frLzRt2egXDBq78eJ42AO,167653,4
I'm Set Free,The Velvet Underground,0.437,0.305,0,-12.126,1,0.0255,0.00238,0.481,0.141,0.0801,92.212,audio_features,5hHhMyoCZh5n7R6AVAphnF,spotify:track:5hHhMyoCZh5n7R6AVAphnF,https://api.spotify.com/v1/tracks/5hHhMyoCZh5n7R6AVAphnF,https://api.spotify.com/v1/audio-analysis/5hHhMyoCZh5n7R6AVAphnF,244253,4
That's The Story Of My Life,The Velvet Underground,0.734,0.448,0,-13.936,1,0.0503,0.5,0.478,0.0988,0.894,130.031,audio_features,1x3Ey56UcX10jJtyH0fRyA,spotify:track:1x3Ey56UcX10jJtyH0fRyA,https://api.spotify.com/v1/tracks/1x3Ey56UcX10jJtyH0fRyA,https://api.spotify.com/v1/audio-analysis/1x3Ey56UcX10jJtyH0fRyA,123507,4
The Murder Mystery,The Velvet Underground,0.392,0.524,0,-10.265,1,0.0311,0.512,0.16,0.095,0.441,109.108,audio_features,57xAOD2WnfaHuIvhSMguZa,spotify:track:57xAOD2WnfaHuIvhSMguZa,https://api.spotify.com/v1/tracks/57xAOD2WnfaHuIvhSMguZa,https://api.spotify.com/v1/audio-analysis/57xAOD2WnfaHuIvhSMguZa,534733,4
After Hours,The Velvet Underground,0.608,0.152,7,-20.989,0,0.172,0.836,0.0,0.182,0.472,120.834,audio_features,0adFYLry9paEhpCKFII09i,spotify:track:0adFYLry9paEhpCKFII09i,https://api.spotify.com/v1/tracks/0adFYLry9paEhpCKFII09i,https://api.spotify.com/v1/audio-analysis/0adFYLry9paEhpCKFII09i,127453,4
Beginning To See The Light,The Velvet Underground,0.591,0.562,2,-10.439,0,0.0291,0.118,0.702,0.157,0.776,124.401,audio_features,4yzxcims4rmI8MGkUXzG21,spotify:track:4yzxcims4rmI8MGkUXzG21,https://api.spotify.com/v1/tracks/4yzxcims4rmI8MGkUXzG21,https://api.spotify.com/v1/audio-analysis/4yzxcims4rmI8MGkUXzG21,280080,4
Pale Blue Eyes,The Velvet Underground,0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,audio_features,3Eb7WFJZTNw6vtla1mSj2b,spotify:track:3Eb7WFJZTNw6vtla1mSj2b,https://api.spotify.com/v1/tracks/3Eb7WFJZTNw6vtla1mSj2b,https://api.spotify.com/v1/audio-analysis/3Eb7WFJZTNw6vtla1mSj2b,339533,4
Jesus,The Velvet Underground,0.427,0.0628,7,-19.349,1,0.0446,0.886,0.178,0.114,0.101,176.75,audio_features,2XWbcEvyFnSvoA0Mzu6yQ5,spotify:track:2XWbcEvyFnSvoA0Mzu6yQ5,https://api.spotify.com/v1/tracks/2XWbcEvyFnSvoA0Mzu6yQ5,https://api.spotify.com/v1/audio-analysis/2XWbcEvyFnSvoA0Mzu6yQ5,203547,4
Some Kinda Love,The Velvet Underground,0.554,0.314,2,-14.713,1,0.0304,0.082,0.0186,0.122,0.577,112.787,audio_features,6COtyueVfTdNvfXc4l54Ia,spotify:track:6COtyueVfTdNvfXc4l54Ia,https://api.spotify.com/v1/tracks/6COtyueVfTdNvfXc4l54Ia,https://api.spotify.com/v1/audio-analysis/6COtyueVfTdNvfXc4l54Ia,242840,4
Candy Says,The Velvet Underground,0.525,0.0632,2,-23.321,1,0.0305,0.94,0.763,0.105,0.24,79.273,audio_features,2ParAr0PUC0d5p7SCHkZMD,spotify:track:2ParAr0PUC0d5p7SCHkZMD,https://api.spotify.com/v1/tracks/2ParAr0PUC0d5p7SCHkZMD,https://api.spotify.com/v1/audio-analysis/2ParAr0PUC0d5p7SCHkZMD,243667,4
What Goes On,The Velvet Underground,0.402,0.472,2,-9.484,1,0.0329,1.98e-05,0.483,0.0906,0.259,119.36,audio_features,3r724ky0AzT9rtG6UrbUbA,spotify:track:3r724ky0AzT9rtG6UrbUbA,https://api.spotify.com/v1/tracks/3r724ky0AzT9rtG6UrbUbA,https://api.spotify.com/v1/audio-analysis/3r724ky0AzT9rtG6UrbUbA,293813,4
Sweet Jane - Live,The Velvet Underground,0.492,0.464,2,-14.612,1,0.401,0.677,2.7e-05,0.701,0.753,179.529,audio_features,08gy68MItzkU63qIOkORO1,spotify:track:08gy68MItzkU63qIOkORO1,https://api.spotify.com/v1/tracks/08gy68MItzkU63qIOkORO1,https://api.spotify.com/v1/audio-analysis/08gy68MItzkU63qIOkORO1,257467,4
Heroin - Live,The Velvet Underground,0.345,0.533,0,-13.238,1,0.0332,0.188,0.785,0.72,0.192,91.476,audio_features,1pwGU2tMwClYkioywE00dG,spotify:track:1pwGU2tMwClYkioywE00dG,https://api.spotify.com/v1/tracks/1pwGU2tMwClYkioywE00dG,https://api.spotify.com/v1/audio-analysis/1pwGU2tMwClYkioywE00dG,493507,4
White Light/White Heat - Live,The Velvet Underground,0.428,0.74,0,-10.016,1,0.031,0.0288,0.0164,0.481,0.819,139.937,audio_features,7FO4rdfNpOtb1uVfjHq4yR,spotify:track:7FO4rdfNpOtb1uVfjHq4yR,https://api.spotify.com/v1/tracks/7FO4rdfNpOtb1uVfjHq4yR,https://api.spotify.com/v1/audio-analysis/7FO4rdfNpOtb1uVfjHq4yR,521973,4
Pale Blue Eyes - Live,The Velvet Underground,0.415,0.225,5,-16.634,1,0.0353,0.723,0.000127,0.619,0.396,80.696,audio_features,3zKB4gETD1nRBOsrln0ipX,spotify:track:3zKB4gETD1nRBOsrln0ipX,https://api.spotify.com/v1/tracks/3zKB4gETD1nRBOsrln0ipX,https://api.spotify.com/v1/audio-analysis/3zKB4gETD1nRBOsrln0ipX,365027,4
I Can't Stand It Anymore - Live,The Velvet Underground,0.45,0.733,10,-11.252,1,0.0601,0.0685,0.0013,0.732,0.78,138.51,audio_features,29gsBHJ8Q6FdMgls604ctM,spotify:track:29gsBHJ8Q6FdMgls604ctM,https://api.spotify.com/v1/tracks/29gsBHJ8Q6FdMgls604ctM,https://api.spotify.com/v1/audio-analysis/29gsBHJ8Q6FdMgls604ctM,411840,4
Rock And Roll - Live,The Velvet Underground,0.473,0.643,5,-11.077,1,0.0347,0.492,0.00135,0.711,0.321,142.245,audio_features,6AkIGtaVYaAV9cH7nij7Ik,spotify:track:6AkIGtaVYaAV9cH7nij7Ik,https://api.spotify.com/v1/tracks/6AkIGtaVYaAV9cH7nij7Ik,https://api.spotify.com/v1/audio-analysis/6AkIGtaVYaAV9cH7nij7Ik,414160,4
Beginning To See The Light - Live,The Velvet Underground,0.516,0.765,0,-9.196,1,0.0365,0.0348,0.000399,0.679,0.868,137.592,audio_features,2BfOWnBbvyehmbddtlaQSu,spotify:track:2BfOWnBbvyehmbddtlaQSu,https://api.spotify.com/v1/tracks/2BfOWnBbvyehmbddtlaQSu,https://api.spotify.com/v1/audio-analysis/2BfOWnBbvyehmbddtlaQSu,337013,4
Some Kinda Love - Live,The Velvet Underground,0.612,0.463,7,-12.587,1,0.0522,0.122,5.34e-05,0.605,0.51,113.819,audio_features,5mXUiUafngoR5SaRJI12iQ,spotify:track:5mXUiUafngoR5SaRJI12iQ,https://api.spotify.com/v1/tracks/5mXUiUafngoR5SaRJI12iQ,https://api.spotify.com/v1/audio-analysis/5mXUiUafngoR5SaRJI12iQ,243213,4
I'm Waiting For The Man - Live,The Velvet Underground,0.494,0.527,7,-10.708,1,0.0326,0.685,0.0,0.687,0.896,107.994,audio_features,7DIKG9V26KzgizzTDGt8gf,spotify:track:7DIKG9V26KzgizzTDGt8gf,https://api.spotify.com/v1/tracks/7DIKG9V26KzgizzTDGt8gf,https://api.spotify.com/v1/audio-analysis/7DIKG9V26KzgizzTDGt8gf,329733,4
What Goes On - Live,The Velvet Underground,0.416,0.834,2,-9.396,1,0.0309,0.483,0.535,0.784,0.86,136.534,audio_features,5quC6i10rcX20eIL2khEGW,spotify:track:5quC6i10rcX20eIL2khEGW,https://api.spotify.com/v1/tracks/5quC6i10rcX20eIL2khEGW,https://api.spotify.com/v1/audio-analysis/5quC6i10rcX20eIL2khEGW,273720,4
The Murder Mystery,The Velvet Underground,0.392,0.524,0,-10.265,1,0.0311,0.512,0.16,0.095,0.441,109.108,audio_features,2J5kak6lIAnDd1yd7YA6Ny,spotify:track:2J5kak6lIAnDd1yd7YA6Ny,https://api.spotify.com/v1/tracks/2J5kak6lIAnDd1yd7YA6Ny,https://api.spotify.com/v1/audio-analysis/2J5kak6lIAnDd1yd7YA6Ny,534733,4
That's The Story Of My Life,The Velvet Underground,0.734,0.448,0,-13.936,1,0.0503,0.5,0.478,0.0988,0.894,130.031,audio_features,6p3JXKLIsSSNYTgI7wMWqR,spotify:track:6p3JXKLIsSSNYTgI7wMWqR,https://api.spotify.com/v1/tracks/6p3JXKLIsSSNYTgI7wMWqR,https://api.spotify.com/v1/audio-analysis/6p3JXKLIsSSNYTgI7wMWqR,123507,4
I'm Set Free,The Velvet Underground,0.437,0.305,0,-12.126,1,0.0255,0.00238,0.481,0.141,0.0801,92.212,audio_features,3z1On5IJPaaMqRyl99giG7,spotify:track:3z1On5IJPaaMqRyl99giG7,https://api.spotify.com/v1/tracks/3z1On5IJPaaMqRyl99giG7,https://api.spotify.com/v1/audio-analysis/3z1On5IJPaaMqRyl99giG7,244253,4
Jesus,The Velvet Underground,0.427,0.0628,7,-19.349,1,0.0446,0.886,0.178,0.114,0.101,176.75,audio_features,1h3UCWO4jMy9OrgjPgjXhW,spotify:track:1h3UCWO4jMy9OrgjPgjXhW,https://api.spotify.com/v1/tracks/1h3UCWO4jMy9OrgjPgjXhW,https://api.spotify.com/v1/audio-analysis/1h3UCWO4jMy9OrgjPgjXhW,203547,4
What Goes On,The Velvet Underground,0.402,0.472,2,-9.484,1,0.0329,1.98e-05,0.483,0.0906,0.259,119.36,audio_features,44o7NfyyAcVMbkolKDIaOv,spotify:track:44o7NfyyAcVMbkolKDIaOv,https://api.spotify.com/v1/tracks/44o7NfyyAcVMbkolKDIaOv,https://api.spotify.com/v1/audio-analysis/44o7NfyyAcVMbkolKDIaOv,293813,4
Loulou,Juliette Armanet,0.668,0.741,5,-5.859,0,0.0276,0.0435,0.00255,0.0837,0.911,120.012,audio_features,5CYToYaOPopPwNjRxE4kHE,spotify:track:5CYToYaOPopPwNjRxE4kHE,https://api.spotify.com/v1/tracks/5CYToYaOPopPwNjRxE4kHE,https://api.spotify.com/v1/audio-analysis/5CYToYaOPopPwNjRxE4kHE,233760,4
La Nuit,Juliette Armanet,0.665,0.568,2,-8.585,1,0.0426,0.522,0.002,0.0752,0.623,149.926,audio_features,4ciRSTM3OxACHI06DHKYKT,spotify:track:4ciRSTM3OxACHI06DHKYKT,https://api.spotify.com/v1/tracks/4ciRSTM3OxACHI06DHKYKT,https://api.spotify.com/v1/audio-analysis/4ciRSTM3OxACHI06DHKYKT,201773,4
Petite Amie,Juliette Armanet,0.705,0.521,0,-6.907,1,0.0376,0.547,2.99e-06,0.19,0.693,146.011,audio_features,6chhcVHedK27qBasjJflJ0,spotify:track:6chhcVHedK27qBasjJflJ0,https://api.spotify.com/v1/tracks/6chhcVHedK27qBasjJflJ0,https://api.spotify.com/v1/audio-analysis/6chhcVHedK27qBasjJflJ0,192627,4
L'Accident,Juliette Armanet,0.545,0.191,9,-15.699,0,0.0382,0.968,0.000481,0.256,0.176,124.438,audio_features,016NAcm7HFfldZabbMVaz7,spotify:track:016NAcm7HFfldZabbMVaz7,https://api.spotify.com/v1/tracks/016NAcm7HFfldZabbMVaz7,https://api.spotify.com/v1/audio-analysis/016NAcm7HFfldZabbMVaz7,172053,4
La Carte Postale,Juliette Armanet,0.628,0.698,5,-7.686,0,0.0317,0.492,0.087,0.122,0.667,82.957,audio_features,1cgS8NpgrgBJ4Fw00YsQsi,spotify:track:1cgS8NpgrgBJ4Fw00YsQsi,https://api.spotify.com/v1/tracks/1cgS8NpgrgBJ4Fw00YsQsi,https://api.spotify.com/v1/audio-analysis/1cgS8NpgrgBJ4Fw00YsQsi,176840,4
Star Triste,Juliette Armanet,0.721,0.544,7,-8.36,1,0.0317,0.661,0.000127,0.118,0.504,143.825,audio_features,69Ls5gctPKdaEs6JwrvVa8,spotify:track:69Ls5gctPKdaEs6JwrvVa8,https://api.spotify.com/v1/tracks/69Ls5gctPKdaEs6JwrvVa8,https://api.spotify.com/v1/audio-analysis/69Ls5gctPKdaEs6JwrvVa8,238480,4
Un Samedi Soir dans l'Histoire,Juliette Armanet,0.706,0.798,0,-7.03,0,0.0518,0.109,0.00181,0.139,0.331,142.895,audio_features,47vIeQiipUPTjtJ0AJqGny,spotify:track:47vIeQiipUPTjtJ0AJqGny,https://api.spotify.com/v1/tracks/47vIeQiipUPTjtJ0AJqGny,https://api.spotify.com/v1/audio-analysis/47vIeQiipUPTjtJ0AJqGny,204227,4
A la Guerre comme à l'Amour,Juliette Armanet,0.764,0.509,9,-8.711,0,0.0263,0.246,0.00705,0.0562,0.612,107.982,audio_features,3TdkzBnPxo7PmmCxBuB0Oy,spotify:track:3TdkzBnPxo7PmmCxBuB0Oy,https://api.spotify.com/v1/tracks/3TdkzBnPxo7PmmCxBuB0Oy,https://api.spotify.com/v1/audio-analysis/3TdkzBnPxo7PmmCxBuB0Oy,221893,4
Manque d'Amour,Juliette Armanet,0.736,0.371,0,-9.751,1,0.0392,0.889,0.00015,0.0759,0.239,138.055,audio_features,69c9Ct8zdJePzoOQDOrvu8,spotify:track:69c9Ct8zdJePzoOQDOrvu8,https://api.spotify.com/v1/tracks/69c9Ct8zdJePzoOQDOrvu8,https://api.spotify.com/v1/audio-analysis/69c9Ct8zdJePzoOQDOrvu8,186027,4
