index,uri
"that's the story of my life, the velvet underground",spotify:track:12TePLbNMrX8mFsUSh6fR0
"the murder mystery, the velvet underground",spotify:track:0uCYMlzFJWTs5KDbHlQKNs
"lisa says - live in san francisco / 1969, the velvet underground",spotify:track:0tg4IAp1GuN16VRgfZwPhC
"rock and roll - live in san francisco / 1969, the velvet underground",spotify:track:2gwWrlHl9N6EnvhMM8U9kW
"i can't stand it anymore - live in san francisco / 1969, the velvet underground",spotify:track:1mxgSMz0MLhNrcsLKnmMJC
"white light/white heat - live in san francisco / 1969, the velvet underground",spotify:track:0b5bRlPLl4NiZq5a1VNvS8
"some kinda love, the velvet underground",spotify:track:6PlgcMTkwb7aBJy2Nbe1bR
"pale blue eyes, the velvet underground",spotify:track:7urDSX97YCwDNjzgrHHAnD
"jesus, the velvet underground",spotify:track:2kDzhYpKvnIJwAhRn1Anz1
"beginning to see the light, the velvet underground",spotify:track:6v77gRt4kOtlFTdPp8ZtOZ
"i'm set free, the velvet underground",spotify:track:32hltEmNAG3Qb5JwHmGriv
"i'm waiting for the man - live in san francisco / 1969, the velvet underground",spotify:track:6qgIxn8S9jzPL7ZMpGgirm
"what goes on - live in san francisco / 1969, the velvet underground",spotify:track:6I4THtxCqWq4Qm4vEQaWnV
"some kinda love - live in san francisco / 1969, the velvet underground",spotify:track:4TcfgdSdLRSrszvxEhADuB
"over you - live in san francisco / 1969, the velvet underground",spotify:track:6n2ENkEYIvIGBxusnaaEpO
"beginning to see the light - live in san francisco / 1969, the velvet underground",spotify:track:4q0x39O5apQ1ZEUCSIwMC0
"white light/white heat, the velvet underground",spotify:track:4l9urqOK8dWcusztCv3PSB
"the gift, the velvet underground",spotify:track:7nMLS5kmMmBLor18vtqBbZ
"here she comes now, the velvet underground",spotify:track:3Gc7jeB3TZFCfodgT1Ru8i
"i heard her call my name, the velvet underground",spotify:track:4UZ4Sgqco2bpPoGQ5Cpevx
"sister ray, the velvet underground",spotify:track:3BvMJTuIIOUuqoAL7VTQ4l
"i'm waiting for the man, the velvet underground",spotify:track:3fElupNRLRJ0tbUDahPrAb
"venus in furs, the velvet underground",spotify:track:29engDqjmMr3VLqMm0c0WE
"run run run, the velvet underground",spotify:track:2J8Mbdpem8CiSZKRoZOIeG
"all tomorrow's parties, the velvet underground",spotify:track:1mL6q0gbifm2dBTvMBx4px
"heroin, the velvet underground",spotify:track:5by3w3NXvwDpV9FBSOR35u
"there she goes again, the velvet underground",spotify:track:7qOVMMY0couqt76ObwY947
"i'll be your mirror, the velvet underground",spotify:track:4PINSJIlBWsnVeveicq1S8
"the black angel's death song, the velvet underground",spotify:track:2g4LWy7YxrbWYA2RJP8nFk
"european son, the velvet underground",spotify:track:1NbgM9deOElsjyWeAmP1qg
"custard pie - 1990 remaster, led zeppelin",spotify:track:5cgL1YdlGWR5KfncpAGFQk
"the rover - 1993 remaster, led zeppelin",spotify:track:4hLQfgtzEyxme6w5GiwAEy
"in my time of dying - 1990 remaster, led zeppelin",spotify:track:5g9VOUgrn7ozYE3ZQm8w41
"houses of the holy - 1990 remaster, led zeppelin",spotify:track:4es5wreov9D4Y4fXLGZkuB
"trampled under foot - 1990 remaster, led zeppelin",spotify:track:2g7iUTiLRue30KAXnesFgt
"kashmir - 1990 remaster, led zeppelin",spotify:track:2nVHqZbOGkKWzlcy1aMbE7
"in the light - 1990 remaster, led zeppelin",spotify:track:3Ch9zofxkeb5Dh1poeEhF8
"bron-yr-aur - 1993 remaster, led zeppelin",spotify:track:6kpMYSZ58MkohGS7OkO4A9
"down by the seaside - 1993 remaster, led zeppelin",spotify:track:0AOnpRWH1YSIjOP8g5fFLw
"ten years gone - 1990 remaster, led zeppelin",spotify:track:1NV6sCADgcLSW7DG7zSWlq
"night flight - 1993 remaster, led zeppelin",spotify:track:5EA85PEatJC4WCAN0c0U5j
"the wanton song - 1990 remaster, led zeppelin",spotify:track:2256UUbtBrQJSrbzYpDviT
"black country woman - 1993 remaster, led zeppelin",spotify:track:7kMMTfdIkDJpmrkxBlVwEf
"sick again - 1993 remaster, led zeppelin",spotify:track:49u4hT2jJx1l4u5UeUFMZs
"we're gonna groove - remaster, led zeppelin",spotify:track:50B4cVWKkqpSTxWG9xhMXo
"poor tom - remaster, led zeppelin",spotify:track:6oqciM0WBIxBmRPoOL4iNF
"walter's walk - remaster, led zeppelin",spotify:track:3ELgDnRctxyKerclUQTr7K
"ozone baby - remaster, led zeppelin",spotify:track:5qxk29klthBlLT42dzimO7
"darlene - remaster, led zeppelin",spotify:track:4UbfGyhLsp4blVMSX49mWD
"bonzo's montreux - remaster, led zeppelin",spotify:track:5yiMPpkzl5hTeh0EV3IJlb
"wearing and tearing - remaster, led zeppelin",spotify:track:4hNsBELiuvPHDgEQvKJqsA
"no quarter - remaster, led zeppelin",spotify:track:0GRBFjza23Im7Xb16c9AaK
"the ocean - remaster, led zeppelin",spotify:track:0AqjkVFqa1ujle4Lb1k9wR
"the song remains the same - remaster, led zeppelin",spotify:track:2e61kmae4HhbuS9hYONQ0A
"the rain song - remaster, led zeppelin",spotify:track:3JLrri1xSCui3bzITDJbkk
"over the hills and far away - remaster, led zeppelin",spotify:track:2eDdFHgqNJltzlvlZFVDWd
"the crunge - remaster, led zeppelin",spotify:track:7IgBLFklu75pp8Y1vphChS
"dancing days - remaster, led zeppelin",spotify:track:43doj2cumGe9W3p5ucxaoH
"black dog - remaster, led zeppelin",spotify:track:0D58ERdLBDRgT86BPnH8ps
"the battle of evermore - remaster, led zeppelin",spotify:track:6KCjY5kHvgWaWcAV6BBzxO
"stairway to heaven - remaster, led zeppelin",spotify:track:0RO9W1xJoUEpq5MEelddFb
"misty mountain hop - remaster, led zeppelin",spotify:track:3frf3zTgzt3YIx9ylpUoqU
"four sticks - remaster, led zeppelin",spotify:track:2kVhHxpxXhWr5OuuBtMLME
"going to california - remaster, led zeppelin",spotify:track:1YVc2NJBwOtAebQiSUbt5T
"when the levee breaks - remaster, led zeppelin",spotify:track:7psfcbjfnXwYIezHstNa1a
"whole lotta love - remaster, led zeppelin",spotify:track:3OuMIIFP5TxM8tLXMWYPGV
"what is and what should never be - remaster, led zeppelin",spotify:track:3g3LzkOMh3lx2FmCgb40bj
"the lemon song - remaster, led zeppelin",spotify:track:6Qjc36CLNJHkWwSNIPbghM
"thank you - remaster, led zeppelin",spotify:track:4pW4DF1119GLHiuWE7Jcb4
"living loving maid (she's just a woman) - remaster, led zeppelin",spotify:track:49C6EGQhCUSgyADHYvJ7ez
"ramble on - remaster, led zeppelin",spotify:track:1oCOp1kVAgNlXX9Tx9mvzq
"moby dick - remaster, led zeppelin",spotify:track:0IxtJOcnoS2DPmBfV2HDfW
"bring it on home - remaster, led zeppelin",spotify:track:1rxD34LAtkafrMUHqHIV76
"good times bad times - remaster, led zeppelin",spotify:track:0kfjZ0JCXU9sSg99gbQpbJ
"babe i'm gonna leave you - remaster, led zeppelin",spotify:track:38KeSzb6FZYSogDXpc7xz8
"you shook me - remaster, led zeppelin",spotify:track:4HIunZLibo5KfbYIQRrHSu
"dazed and confused - remaster, led zeppelin",spotify:track:5MWfv4F84sJhScYq18yqbN
"your time is gonna come - remaster, led zeppelin",spotify:track:5RPiBNQVmuEm7YlVVotrLa
"black mountain side - remaster, led zeppelin",spotify:track:6AhZVsDudTq5KdJ5LbE32f
"communication breakdown - remaster, led zeppelin",spotify:track:2E64SWjM9rQmAshItmdbcw
"i can't quit you baby - remaster, led zeppelin",spotify:track:2idijP1bI3eqkU0gbVMdjU
"how many more times - remaster, led zeppelin",spotify:track:2aQd3uZDUKXwzZXvJ1oa0P
"sing this all together - remastered 2017 / stereo, the rolling stones",spotify:track:0S5RlaEfxb54vlj1eSyKjF
"citadel - remastered 2017 / stereo, the rolling stones",spotify:track:4GOpMcPnnF9mtHNYgUPep6
"in another land - remastered 2017 / stereo, the rolling stones",spotify:track:1tQU3PxFo4QF6F7G6kqPld
"2000 man - remastered 2017 / stereo, the rolling stones",spotify:track:2iZEOHx7XZGZUglo3gI9a7
"sing this all together (see what happens) - remastered 2017 / stereo, the rolling stones",spotify:track:78WZnssOo9rS83np6YWmWS
"she’s a rainbow - remastered 2017 / stereo, the rolling stones",spotify:track:500cBxmsfXyCUB081x39co
"the lantern - remastered 2017 / stereo, the rolling stones",spotify:track:3jnniBosxgk9BIeCOrKgoB
"gomper - remastered 2017 / stereo, the rolling stones",spotify:track:34Kgv4n8fsGyjylmg3jUx0
"2000 light years from home - remastered 2017 / stereo, the rolling stones",spotify:track:4EPtqZQeTpMTAzFey8wCIa
"on with the show - remastered 2017 / stereo, the rolling stones",spotify:track:70YcKr7MG9Cab04vabNQzb
"sing this all together - mono, the rolling stones",spotify:track:7n9tmiSww08OOeF8aKiwGV
"citadel - mono, the rolling stones",spotify:track:47poegHSwgBJkSmKQGBJqX
"in another land - mono, the rolling stones",spotify:track:3XVHx7fhZ2WvQ7xcOsPu7n
"2000 man - mono, the rolling stones",spotify:track:7GUtCo8nbTyuUYLta7OuBU
"sing this all together (see what happens) - mono, the rolling stones",spotify:track:5k7qIp8ePjwqwAZ9ADztRh
"she's a rainbow - mono, the rolling stones",spotify:track:5hfIoYEqpC05MM0a0NKRbj
"the lantern - mono, the rolling stones",spotify:track:6FLYh8LPuqJ5LLzp5vhapl
"gomper - mono, the rolling stones",spotify:track:7ewRh01tlbUl3vBSMaV1Rv
"rip this joint, the rolling stones",spotify:track:0SojSZcka4j8l8Sl0W9jUZ
"loving cup, the rolling stones",spotify:track:05BcisbhFsmVpTZ0kGD7gK
"happy, the rolling stones",spotify:track:0rucXTNGt4BHpAjNR5d0UF
"rocks off, the rolling stones",spotify:track:42o3gy9e8dzBHvQE991ad8
"shake your hips, the rolling stones",spotify:track:3u28KPrRmJiNC39Fm3tZVe
"casino boogie, the rolling stones",spotify:track:3NDEunNz7GMb6SkkPYTvd2
"tumbling dice, the rolling stones",spotify:track:4hq0S6wznq7SHDyMOFXL9i
"torn and frayed, the rolling stones",spotify:track:5SiCTf5r1cVjQXAXB2StpS
"sweet black angel, the rolling stones",spotify:track:60OdLDvZpHe4kVDYwNtYh9
"turd on the run, the rolling stones",spotify:track:7wSVa5dSpjM62zrF0WsMVQ
"ventilator blues, the rolling stones",spotify:track:74mpiRPDd2rFeBR1Yl60I3
"i just want to see his face, the rolling stones",spotify:track:22OTrlQy1sXdtdo1VgDUZb
"let it loose, the rolling stones",spotify:track:2u63axjx9VKmFfQNqmpi8a
"all down the line, the rolling stones",spotify:track:5GHKbjIY0gTCqoY5aruDDc
"shine a light, the rolling stones",spotify:track:1iii3DosaivkmvUDmhZhCP
"soul survivor, the rolling stones",spotify:track:7faybsF8gIVvWtAp9hUcI2
"just your fool, the rolling stones",spotify:track:2kNr8K2GKAmzJHNWO7iJUF
"blue and lonesome, the rolling stones",spotify:track:1g7NuHCYVpOhRSCL6ujZOG
"all of your love, the rolling stones",spotify:track:1sRuWDg7BRBs8Jq5FmMNyA
"i gotta go, the rolling stones",spotify:track:3dLnl0OKTxQcRZlGcJzorK
"everybody knows about my good thing, the rolling stones",spotify:track:1ngG1sLe4vloTtxoP92eW4
"hate to see you go, the rolling stones",spotify:track:0EJCZM5mVoJjA1MxcoZE6O
"hoo doo blues, the rolling stones",spotify:track:5KjA0ATN6otF7YV09c3SBq
"little rain, the rolling stones",spotify:track:1RRXUq5Fhqcbtm02i5p68U
"just like i treat you, the rolling stones",spotify:track:3gjKl0yWv2M1aPLu6FFm3a
"i can't quit you baby, the rolling stones",spotify:track:5d48Ugz3zU2qfKdgKk4tL5
"a rush and a push and the land is ours - 2011 remaster, the smiths",spotify:track:6Ps04Nfh2PySU4fIPZWxrU
"i started something i couldn't finish - 2011 remaster, the smiths",spotify:track:3PVVqlxFpXmU46iqAVG4Jg
"death of a disco dancer - 2011 remaster, the smiths",spotify:track:1Nov3Bi6sKCDnnuhjPJTCY
"girlfriend in a coma - 2011 remaster, the smiths",spotify:track:01q4ccXbvPlCwZ1fPiFaeM
"unhappy birthday - 2011 remaster, the smiths",spotify:track:0LQBVQgU1NKDMigWel9fyv
"paint a vulgar picture - 2011 remaster, the smiths",spotify:track:54RgmPfPMd9NsPqCSJNMex
"death at one's elbow - 2011 remaster, the smiths",spotify:track:6p3bhE5jahFtOk9QVNFnNY
"i won't share you - 2011 remaster, the smiths",spotify:track:3kLE2Jsxeb3W2bhx82bPlb
"reel around the fountain - 2011 remaster, the smiths",spotify:track:5bSASu4W0HJx6CuG8rbRcA
"you've got everything now - 2011 remaster, the smiths",spotify:track:2DYCM1sNmGliRszlzPkMiG
"miserable lie - 2011 remaster, the smiths",spotify:track:7mlrI6GQJLbDPhBkAK1TkC
"pretty girls make graves - 2011 remaster, the smiths",spotify:track:3wUMcPzXcmaeW8QxTdyXQO
"the hand that rocks the cradle - 2011 remaster, the smiths",spotify:track:4Xgswinq80oMl4a0xhBMWT
"this charming man - 2011 remaster, the smiths",spotify:track:1FvDJ9KGxcqwv1utyPL3JZ
"still ill - 2011 remaster, the smiths",spotify:track:0uLI1jac8ZJSSRG4QJDo3J
"hand in glove - 2011 remaster, the smiths",spotify:track:2JZu2ny6Et9wFic99sMF7x
"what difference does it make? - 2011 remaster, the smiths",spotify:track:3rzYUfyzdZW96cHXnGn1xI
"i don't owe you anything - 2011 remaster, the smiths",spotify:track:4WKdgb3xzbTSU7WT3kK3na
"suffer little children - 2011 remaster, the smiths",spotify:track:3nk8Vxo0BuovX4UtvuvcHR
"the queen is dead - 2011 remaster, the smiths",spotify:track:03ZwNF6FTvazNuOXNQf8k8
"frankly, mr. shankly - 2011 remaster, the smiths",spotify:track:1qIagqll7ZcgmiLTrtSvKc
"i know it's over - 2011 remaster, the smiths",spotify:track:3M2bD9SMYnJIPdrTKUnBd3
"never had no one ever - 2011 remaster, the smiths",spotify:track:2VyOpoblI3AHO6R8dr87Ia
"cemetry gates - 2011 remaster, the smiths",spotify:track:03yOjwHoOPDlTUg0NRxN6t
"bigmouth strikes again - 2011 remaster, the smiths",spotify:track:2OErSh4oVVAUll0vHxdr6p
"vicar in a tutu - 2011 remaster, the smiths",spotify:track:59cZGLKHgcYWd0z4fvtikE
"some girls are bigger than others - 2011 remaster, the smiths",spotify:track:3znapZvsInnCVsDERDUaM5
"the boy with the thorn in his side - 2011 remaster, the smiths",spotify:track:6s1lXoCa6EmIGnr0GrwcJp
"arsonist's lullabye, hozier",spotify:track:1UWhx0pFZccP4jdCIZsj7U
"to be alone - live at the pepper canister church, dublin, ireland - december 2013, hozier",spotify:track:41JqWkBv5VC8bBP4I1uPDN
"someone new, hozier",spotify:track:0efT4YKQLQx2YHbp6vgRX8
"to be alone, hozier",spotify:track:32G6qOwK5SuBEA9D6pth34
"from eden, hozier",spotify:track:2XRCxFtPqSsnY94jZCFuYu
"in a week (feat. karen cowley), hozier",spotify:track:5F55SiWwEEytk6vsQXHxQW
"sedated, hozier",spotify:track:2YRJxFhJQQvUsf14rXpvBD
"like real people do, hozier",spotify:track:7K6LFPfjdnN6QqvGzhvpRO
"it will come back, hozier",spotify:track:13CyXxYgWD9N5KwWqRYU1U
"foreigner's god, hozier",spotify:track:3kR1DF3AAFCzOtzMIErJ4H
"mojo pin, jeff buckley",spotify:track:3wBy12K7BHKHJspUwJw8fq
"last goodbye, jeff buckley",spotify:track:0y5CnV2idm2KkQEudDjfDT
"lilac wine, jeff buckley",spotify:track:1StXVL5gClph4z4XzanYko
"so real, jeff buckley",spotify:track:6PBzdsMi6YNdYAevzozBRi
"corpus christi carol, jeff buckley",spotify:track:4apuooN0LA5LZXeHog3nvb
"eternal life, jeff buckley",spotify:track:7bf4nfz09yp6w7L7r9hQ1V
"dream brother, jeff buckley",spotify:track:6q3wafztoGDT3nQYWVfyuO
"everyday people, jeff buckley",spotify:track:6sUL8Kn4kuQysuWP1j8eSb
"don't let the sun catch you cryin', jeff buckley",spotify:track:22Ca9gdsPx8QsOGT2zorSf
"calling you, jeff buckley",spotify:track:0TUFDBFzCh1Hnswo1uQgAH
"dream of you and i, jeff buckley",spotify:track:77Cz1l24NXfQZk8NhGPOXb
"the boy with the thorn in his side, jeff buckley",spotify:track:5MiojfkuScUUFvs6NXrCOE
"poor boy long way from home, jeff buckley",spotify:track:4m0JlwOyEj4xptMrolTCbY
"night flight, jeff buckley",spotify:track:4Q80MxcxQemEVM6TtTvyqD
"can't go back - 2016 remaster, fleetwood mac",spotify:track:6T2JbOJYYrIFQo7vRHknrD
"that's alright - 2016 remaster, fleetwood mac",spotify:track:01Ad3YljWv9gfMVYpn6cL7
"book of love - 2016 remaster, fleetwood mac",spotify:track:7hTZ6o1pppnZNWyAE0bjiO
"only over you - 2016 remaster, fleetwood mac",spotify:track:6zAwSWQywmeEFP11tK7t5W
"empire state - 2016 remaster, fleetwood mac",spotify:track:1jYMhxQ2OY1HavN7n5AyIq
"straight back - 2016 remaster, fleetwood mac",spotify:track:1HTcOEY98iFng04Xw6Ku9D
"hold me - 2016 remaster, fleetwood mac",spotify:track:2zYCip88nwoF96SC7WEjJm
"oh diane - 2016 remaster, fleetwood mac",spotify:track:1LFigSqjQ4qrHZszOke4zl
"eyes of the world - 2016 remaster, fleetwood mac",spotify:track:0kk7A0C9XbKwgVbb8I5eVL
"wish you were here - 2016 remaster, fleetwood mac",spotify:track:3DDWXHK09mtVlVwmuHe760
"oh diane - early version; 2016 remaster, fleetwood mac",spotify:track:6H5ilpw60eZslyZOfJL99U
"cool water - 2016 remaster, fleetwood mac",spotify:track:1A2zGNzyAv1gH579j8xlHE
"gypsy - 2016 remaster, fleetwood mac",spotify:track:6iilHHsKy8xYF7AyTrboeL
"second hand news - 2004 remaster, fleetwood mac",spotify:track:4SZhxF0sIS8nDvwhT0Tt2V
"go your own way - 2004 remaster, fleetwood mac",spotify:track:4xh7W7tlNMIczFhupCPniY
"i don't want to know - 2004 remaster, fleetwood mac",spotify:track:3B1lK5gNppO22gQLozrxeA
"oh daddy - 2004 remaster, fleetwood mac",spotify:track:2wmr2A1ixEx9qViaOMkkkW
"gold dust woman - 2004 remaster, fleetwood mac",spotify:track:2ssyECwAX5JxtcAUTFw7wI
"silver springs - 2004 remaster, fleetwood mac",spotify:track:4nZi6XNe36Ut4Nij3IQ1yC
"songbird - 2004 remaster, fleetwood mac",spotify:track:6DrXZwTuhl5Ow4mcmSWjME
"you make loving fun - 2004 remaster, fleetwood mac",spotify:track:55mQhobuwtY7lfLAXylg1k
"big love - 2017 remaster, fleetwood mac",spotify:track:3pBj4EcASvEBCNNUXaf7Sv
"seven wonders - 2017 remaster, fleetwood mac",spotify:track:4DsFdZmkVhYjMAfEFctvqg
"tango in the night - 2017 remaster, fleetwood mac",spotify:track:5Y5du84wNM20ZZ0DP5GjGu
"mystified - 2017 remaster, fleetwood mac",spotify:track:43TbxuSMutvAnWTCi0xieo
"little lies - 2017 remaster, fleetwood mac",spotify:track:4EcM86vNf0QIOGkpf4O0UP
"family man - 2017 remaster, fleetwood mac",spotify:track:02jrZxFA2nMEweoUc5UvX3
"welcome to the room... sara - 2017 remaster, fleetwood mac",spotify:track:0moGExIxhhbxLtlVn2D9Qg
"isn't it midnight - 2017 remaster, fleetwood mac",spotify:track:62gVYQO3xzwYHg3tvyYWdG
"when i see you again - 2017 remaster, fleetwood mac",spotify:track:5m3EAk28nE4TbibeoCvtdb
"you and i, pt. ii - 2017 remaster, fleetwood mac",spotify:track:5njIsIfKDybWULkucnZwSf
"monday morning - 2017 remaster, fleetwood mac",spotify:track:5tHe4P0tNgFLG4xoEWucUq
"warm ways - 2017 remaster, fleetwood mac",spotify:track:0rPCoC5DzT84GFTu94uRua
"rhiannon - 2017 remaster, fleetwood mac",spotify:track:3kZUnG3jVpgwh3TQFdTv18
"over my head - 2017 remaster, fleetwood mac",spotify:track:1n6USEqt0PTV3xEeSmIzaR
"crystal - 2017 remaster, fleetwood mac",spotify:track:4mPHXe0GwQM24wpLa64mjY
"say you love me - 2017 remaster, fleetwood mac",spotify:track:4xmxQlwx8KMBK56zIn0Y8B
"landslide - 2017 remaster, fleetwood mac",spotify:track:7lir0j0yV5XM06AgKyAlIX
"world turning - 2017 remaster, fleetwood mac",spotify:track:0ixjGEJjAVUIHQex2I2opM
"sugar daddy - 2017 remaster, fleetwood mac",spotify:track:7qpRuHgDwkVNnpUh3SRlDO
"i'm so afraid - 2017 remaster, fleetwood mac",spotify:track:7lcvdNi4DgMmC50hh0oURy
"rhiannon (will you ever win) - single; 2017 remaster, fleetwood mac",spotify:track:4gcz959YVbjQJd8NYrasZf
"strange days, the doors",spotify:track:4WFVX3E568hdAixIj3U222
"you're lost little girl, the doors",spotify:track:5onlaW8X1ps8VS4DhxpFom
"love me two times, the doors",spotify:track:67HxeUADW4H3ERfaPW59ma
"unhappy girl, the doors",spotify:track:7MW3s6XnZua7CNQAfmdGe8
"horse latitudes, the doors",spotify:track:6vcqR6rCL2k4EDhqH8gzeO
"moonlight drive, the doors",spotify:track:0ja1dJM5gBTjk5U9wsMP9r
"my eyes have seen you, the doors",spotify:track:6HSQ5z5afdLjhphHWfPiEG
"i can't see your face in my mind, the doors",spotify:track:6wov6IWJkisFG6rUZIESsB
"when the music's over, the doors",spotify:track:42dsUTJpzMWUJfEkzsbKWl
"soul kitchen, the doors",spotify:track:2Xdc6qyaFBJZ8QW1KhpVci
"twentieth century fox, the doors",spotify:track:7mc2TP4Vzuyw2vNf1bLW9f
"alabama song (whisky bar), the doors",spotify:track:0JNZGIavoUrdup1NsgJOQs
"back door man, the doors",spotify:track:03By6gD02qhtvIQiK8KidK
"i looked at you, the doors",spotify:track:6vCLIvOIabRk1XQfMb6RXi
"end of the night, the doors",spotify:track:09ezgACZuwWZt6CtQSSLRG
"take it as it comes, the doors",spotify:track:4pxHVL0syMQwYK3BxDaTIs
"the end, the doors",spotify:track:5UgT7w6zVZjP3oyawMzbiK
"hello, i love you, the doors",spotify:track:3bWGaqVeYKMlLss40mPgNn
"love street, the doors",spotify:track:5Q2Im8o4RthlAMkvUMYwGj
"not to touch the earth, the doors",spotify:track:4CyqGx74ElL4WC5TaEbx0x
"summer's almost gone, the doors",spotify:track:657O4nJxZktsNDvBimhZ0i
"wintertime love, the doors",spotify:track:5XZKjnMgqL4fHTS5at7657
"spanish caravan, the doors",spotify:track:32bJv8V2Xgi5mtxdPcsi8B
"we could be so good together, the doors",spotify:track:4CIGLBUyPKZzHoYankmQzk
"yes, the river knows, the doors",spotify:track:6jrzTN8AezZ9SgE2UMb9tE
"five to one, the doors",spotify:track:5FlBGGwGuqYmqr0qeBWrxe
"the unknown soldier, the doors",spotify:track:78JYtz4yOPqAEgZZc3SBLT
"tell all the people, the doors",spotify:track:0g1NRq4KmbEYgzaPF7G6CG
"touch me, the doors",spotify:track:4BVE5tIIpYabZcYCbephNW
"shaman's blues, the doors",spotify:track:4MSGvOyqjifxU0TtDxhQil
"do it, the doors",spotify:track:0wepIheFRGnHEDmZwfINp6
"easy ride, the doors",spotify:track:5ypTWakSUT3kLLYtbUFGfO
"wishful sinful, the doors",spotify:track:13ejmQX8lVzeKijqMWiNO7
"the soft parade, the doors",spotify:track:0YMzPd9mYx4txOuCnhYUGU
"roadhouse blues, the doors",spotify:track:1Q5kgpp4pmyGqPwNBzkSrw
"waiting for the sun, the doors",spotify:track:6KVM6U9Wcxgjh0jDjoRDgh
"peace frog, the doors",spotify:track:5piJiL6aRhvrKBa9YuEfS9
"blue sunday, the doors",spotify:track:2g3JAKjKruTL40VffoGLmg
"ship of fools, the doors",spotify:track:2r63hMQCds09Rf30DrNTav
"the spy, the doors",spotify:track:3yDEadQDdmdxYBOeMX6bDW
"queen of the highway, the doors",spotify:track:1tBMs9Rmw3UMvPJrsXsUyL
"indian summer, the doors",spotify:track:2hdeaGl9nT3UoQIgSqctHj
"maggie m'gill, the doors",spotify:track:6PtRNOkuXALHwogMnc9NCx
"newborn awakening, jim morrison",spotify:track:2EStd4GGmC155o0ZQROmqB
"latino chrome, jim morrison",spotify:track:6D3khUrffefpPpb9zWnVrs
"the hitchhiker, jim morrison",spotify:track:7G6YN3cb8Lo4Vd6wQSpznq
"hour for magic, jim morrison",spotify:track:4MUwsIjjmv4q5gy70v7lma
"cool, calm and collected, the rolling stones",spotify:track:1gAzpveRbAlqdvDqhuMVIC
"across the universe - remastered 2009, the beatles",spotify:track:4dkoqJrP0L8FXftrMZongF
"blue letter, fleetwood mac",spotify:track:2uQZisZ4VWfidHsaHel7YK
"don't stop - 2004 remaster, fleetwood mac",spotify:track:3CPeWqqaHR0hmyfsWhMJQs
"candy says, the velvet underground",spotify:track:3tsFGpQxRG7fTFOS6Do0YC
"jackie and wilson, hozier",spotify:track:0PywzrV955BnXDC8FHAf0n
"the music never stopped - 2013 remaster, grateful dead",spotify:track:5te7uKM0hYcPjf3ScBA9fS
"bron-y-aur stomp - 2012 remaster, led zeppelin",spotify:track:1dK6cNOMYjEP3QGYOfwP6t
"ships with sails, the doors",spotify:track:0mfNrDwtJVi3F4IWVhrWbl
"runnin' blue, the doors",spotify:track:0y2Vz9T2PImD6YUdMq9Ebl
"commit a crime, the rolling stones",spotify:track:5hWH3pUZccd9fiDvR19GJl
"modern love - 1999 remaster, david bowie",spotify:track:7LyIoUsiMtelB1I0I4drEF
"out on the tiles - 2012 remaster, led zeppelin",spotify:track:6fxcpQMUoX0ofnbIHVnVWN
"back on the chain gang - 2007 remaster, pretenders",spotify:track:4cMHCRLPNoEbpnl2rz6GS9
"rebel rebel - 1999 remaster, david bowie",spotify:track:66lOpKgTyFjOrac4S1s94g
"head held high - 2015 remaster, the velvet underground",spotify:track:59RpnSj9D7LG1Yo1LVjzF5
"surprise, surprise, the rolling stones",spotify:track:13SUnVbXf66LB2F99DB0Gu
"too much blood - remastered, the rolling stones",spotify:track:5tSTWhMTSGAvbJsyUP79kf
"i want you, bob dylan",spotify:track:7tJQ4Ekp2vN3NlI3vJJW3v
"stop breaking down, the rolling stones",spotify:track:09eg3FGzsZQbZk8qEXhJIA
"dead flowers - 2009 mix, the rolling stones",spotify:track:3oJtUnnt5uYPtzulIbLw3D
"changes - 2015 remaster, david bowie",spotify:track:0LrwgdLsFaWh9VXIjBRe8t
"stop me if you think you've heard this one before - 2011 remaster, the smiths",spotify:track:2JN57QFclho4vExKPq6OYg
"land ho!, the doors",spotify:track:1qnv1QfY7BwG7l39nWYVhB
"ghost song, jim morrison",spotify:track:5XTdMVT5i5qcfyTXWxhxVZ
"heaven knows i'm miserable now - 2011 remaster, the smiths",spotify:track:1xaTREM89RbIxkcjlpf4Uw
"there is a light that never goes out - 2011 remaster, the smiths",spotify:track:0WQiDwKJclirSYG9v5tayI
"like a hurricane - 2016 remaster, neil young",spotify:track:71040WC4MBFnSXvDSW2vo9
"everybody here wants you, jeff buckley",spotify:track:76478Z6x3jH8SdSo18vP6k
"the ghost song, jim morrison",spotify:track:12yE1Q5TAg4nh8IqWckVGS
"gypsy, fleetwood mac",spotify:track:19Ym5Sg0YyOCa6ao21bdoG
"after hours, the velvet underground",spotify:track:1KV5oVge9iqh92lxzyaznQ
"lover, you should've come over, jeff buckley",spotify:track:7iSyaNhLcjwuO22QuRYHsM
"once i was, tim buckley",spotify:track:6iI6NXjtI3IkjK2k1juqaX
"hallelujah, i love her so, ray charles",spotify:track:5P11rW6aJErF37MTfRZS31
"hallelujah, jeff buckley",spotify:track:74X1epeRufHckhuX1KFD04
"i know it's over, jeff buckley",spotify:track:3YCsljLGf8tbRy0TJRhMQS
"tightrope ride, the doors",spotify:track:1or0h28Na9E1iErdm5bdxK
"rock and roll - remaster, led zeppelin",spotify:track:7dWfTdoKjUip1fAW7cdcIX
"she belongs to me, bob dylan",spotify:track:2itBkHBUxGl4VfDj4HNyoD
